,user_id,condition,submitted_at,label_q1,label_q2,label_q3
1,403925073851,3,2021-03-13T17:17:37.827Z,0,0,"[""rating"",""goals"",""flavour""]"
2,933993997418,3,2021-03-13T17:18:07.023Z,1,1,"[""ingredient"",""image""]"
3,18965959532,3,2021-03-13T17:18:08.915Z,1,1,"[""image"",""title""]"
4,820505425692,3,2021-03-13T17:18:19.745Z,0,0,"[""ingredient"",""image"",""cal"",""title"",""goals""]"
5,1294056584192,3,2021-03-13T17:19:03.162Z,-1,-1,"[""image"",""title"",""My favorite tastes""]"
6,1424506923822,3,2021-03-13T17:19:56.929Z,-1,-1,"[""ingredient"",""image"",""title""]"
7,562832177889,3,2021-03-13T17:19:52.548Z,-1,-1,"[""ingredient"",""image"",""title""]"
8,718013857611,3,2021-03-13T17:20:31.951Z,1,1,"[""ingredient""]"
9,250696342691,3,2021-03-13T17:20:26.470Z,-1,-1,"[""ingredient"",""image"",""cal"",""title""]"
10,753666447056,3,2021-03-13T17:20:10.026Z,1,1,"[""ingredient"",""image"",""title""]"
11,677103265254,3,2021-03-13T17:19:53.290Z,-1,-1,"[""health"",""ingredient"",""image"",""title""]"
12,45130216051,3,2021-03-13T17:20:40.626Z,1,1,"[""ingredient"",""image"",""title""]"
13,1461632343244,3,2021-03-13T17:21:02.326Z,1,1,"[""goals""]"
14,218684261764,3,2021-03-13T17:21:28.134Z,-1,-1,"[""ingredient"",""image"",""cal"",""goals""]"
15,1133156243271,3,2021-03-13T17:21:25.608Z,1,1,"[""ingredient"",""image"",""title""]"
16,976147508378,3,2021-03-13T17:21:59.876Z,1,1,"[""ingredient"",""image"",""title""]"
17,1009218933311,3,2021-03-13T17:22:30.752Z,-1,-1,"[""health"",""image"",""title""]"
18,1012594397051,3,2021-03-13T17:23:12.649Z,0,0,"[""image"",""numrating"",""title""]"
19,640775123952,3,2021-03-13T17:23:32.780Z,1,1,"[""health"",""image"",""title""]"
20,508097382186,3,2021-03-13T17:23:40.548Z,0,0,"[""health"",""image""]"
21,398168009362,3,2021-03-13T17:23:35.616Z,1,1,"[""image""]"
22,1372703053184,3,2021-03-13T17:23:41.323Z,-1,-1,"[""image""]"
23,798337383495,3,2021-03-13T17:24:01.102Z,1,1,"[""health"",""numrating"",""cal"",""title"",""goals""]"
24,1050968331489,3,2021-03-13T17:23:50.058Z,0,0,"[""image"",""title""]"
25,1111151966087,3,2021-03-13T17:23:19.314Z,1,1,"[""ingredient"",""cal""]"
26,1460791864002,3,2021-03-13T17:24:24.746Z,1,1,"[""image""]"
27,457660105087,3,2021-03-13T17:24:21.537Z,0,0,"[""image""]"
28,850621334482,3,2021-03-13T17:24:21.230Z,1,1,"[""health"",""image""]"
29,535546040324,3,2021-03-13T17:24:39.409Z,1,1,"[""ingredient"",""image""]"
30,26982634296,3,2021-03-13T17:24:52.001Z,1,1,"[""If I like the ingredients ""]"
31,38134847070,3,2021-03-13T17:25:19.367Z,1,1,"[""health"",""ingredient"",""title""]"
