,user_id,condition,submitted_at,label_q1,label_q2,label_q3
1,1078315984032,1,2021-03-13T13:02:58.369Z,2,2,"[""image""]"
2,787885611013,1,2021-03-13T13:05:03.917Z,1,1,"[""image"",""cal"",""goals""]"
3,1324026716892,1,2021-03-13T13:05:27.479Z,-1,-1,"[""ingredient"",""title""]"
4,431442209654,1,2021-03-13T13:05:27.831Z,1,1,"[""image"",""numrating"",""cal""]"
5,1020568010229,1,2021-03-13T13:05:31.822Z,1,1,"[""image"",""cal""]"
6,358237710882,1,2021-03-13T13:05:58.544Z,1,1,"[""ingredient"",""title""]"
7,748097854855,1,2021-03-13T13:05:49.406Z,0,0,"[""health"",""image"",""goals""]"
8,165280096782,1,2021-03-13T13:05:53.534Z,0,0,"[""ingredient"",""image"",""title""]"
9,754973868322,1,2021-03-13T13:06:19.055Z,1,1,"[""ingredient""]"
10,730444155212,1,2021-03-13T13:06:27.424Z,1,1,"[""health"",""cal"",""goals""]"
11,764535965398,1,2021-03-13T13:06:19.805Z,0,0,"[""ingredient"",""image"",""rating""]"
12,39990860072,1,2021-03-13T13:06:35.804Z,0,0,"[""image"",""rating"",""numrating""]"
13,608366066271,1,2021-03-13T13:07:28.712Z,-1,-1,"[""ingredient"",""image""]"
14,671344494556,1,2021-03-13T13:07:14.560Z,1,1,"[""image"",""title"",""goals""]"
15,199717571661,1,2021-03-13T13:07:12.318Z,0,0,"[""ingredient"",""image""]"
16,1272528067459,1,2021-03-13T13:07:10.854Z,1,1,"[""ingredient"",""image""]"
17,798232892464,1,2021-03-13T13:07:22.868Z,0,0,"[""ingredient"",""image""]"
18,1473506848848,1,2021-03-13T13:07:25.330Z,1,1,"[""ingredient"",""image"",""title""]"
19,1049428083485,1,2021-03-13T13:07:37.207Z,0,0,"[""ingredient"",""image""]"
20,528376408427,1,2021-03-13T13:07:39.864Z,1,1,"[""health"",""ingredient"",""rating"",""cal"",""goals""]"
21,524225988371,1,2021-03-13T13:08:02.115Z,1,1,"[""health"",""image""]"
