,Unnamed: 0,user_id,condnum,iso_time,prolific_id,gender,age,nationality,education,experience,eating_habits,goal,restrictions,american,european,other_continent
15,16,754973868322,1,2021-03-13T13:02:16.835Z,5e1ddb3fff2b7f1483078831,female,20,Mexican,2,clow,neutral,none,none,0,0,Other
16,17,1501456788440,1,2021-03-13T13:00:49.218Z,5fce7885f324540ad64e2297,male,27,Greek,2,chigh,healthy,"protein,salt,fruit,vegetables,gweight",none,0,European,0
17,18,199717571661,1,2021-03-13T13:02:39.237Z,5fc25f1b214f5d3dfd67e588,male,19,UK,2,clow,neutral,"protein,salt,fruit,vegetables",none,0,European,0
18,19,1272528067459,1,2021-03-13T13:01:57.446Z,5f860faa36faeb135bc435d0,male,23,Polish,3,cmedium,healthy,"gweight,none",none,0,European,0
19,20,608366066271,1,2021-03-13T13:03:31.190Z,5ff18e5283f6af57c8a094b0,female,23,UK,3,chigh,healthy,lweight,none,0,European,0
20,21,647671730429,1,2021-03-13T13:02:16.799Z,5e9a1b1d4c5f780aea7b2c71,female,32,mexican,3,clow,healthy,lweight,none,0,0,Other
21,22,671344494556,1,2021-03-13T13:03:14.451Z,5eada38722d640067ef3160a,male,20,Hungarian,2,clow,neutral,gweight,none,0,European,0
22,23,1107599657000,1,2021-03-13T13:03:23.396Z,5f9eea7b0517c64cdfdd4f8a,male,26,Italian,4,chigh,healthy,gweight,none,0,European,0
23,24,1293263301223,1,2021-03-13T13:03:25.299Z,5efda21051d25a1ed9988009,male,34,South African,2,cmedium,neutral,none,none,0,0,Other
24,25,43647224162,1,2021-03-13T13:02:57.734Z,5f1b4ff78c8f930f94e590de,male,26,Polish,3,clow,healthy,"salt,fruit,vegetables,Keep weight",none,0,European,0
25,26,528376408427,1,2021-03-13T13:03:47.270Z,601b4c26e9531b5069920cc9,male,21,Portuguese,2,clow,healthy,"fruit,lweight",none,0,European,0
26,27,474002457024,1,2021-03-13T13:04:07.035Z,5f0e0e058a700b10c7ac250f,female,29,hungarian,2,cmedium,healthy,vegetables,lactose,0,European,0
27,28,1495242510139,1,2021-03-13T13:04:21.838Z,5cd6eba26834a6001746b667,male,28,Polish,3,chigh,neutral,lweight,none,0,European,0
28,29,446824677702,1,2021-03-13T13:03:35.085Z,5e55a855bbfb6d09430d531b,male,27,soth african (White),2,chigh,neutral,protein,none,0,0,Other
29,30,421270520209,1,2021-03-13T13:04:25.745Z,5bf55ed8f106a100015b2a04,female,34,UK,3,chigh,healthy,less fat,none,0,European,0
30,31,510452511705,1,2021-03-13T13:04:38.761Z,5e9dd362d1571f13199365ba,male,25,Greek,3,chigh,neutral,none,none,0,European,0
31,32,1114983253942,1,2021-03-13T13:04:53.411Z,5f9865b0c02c691287977dc3,female,18,portuguese,2,clow,neutral,none,pescatarian,0,European,0
32,33,500296607381,1,2021-03-13T13:05:03.299Z,5ee79fdcde87be04391c05be,male,22,Polish,2,cmedium,unhealthy,lweight,none,0,European,0
33,34,524225988371,1,2021-03-13T13:05:06.836Z,5e97415e77e78c0779e48c61,male,23,Mexican,3,cveryhigh,healthy,lweight,none,0,0,Other
34,35,1153503271678,1,2021-03-13T13:05:05.079Z,601d97602ac2ab13eb2a5ce5,male,32,Hungarian,2,cmedium,neutral,lweight,none,0,European,0
35,36,1241695096089,1,2021-03-13T13:04:55.814Z,5fa99d3dc88ddf1aebb5926b,female,23,greek,2,chigh,neutral,lweight,none,0,European,0
36,37,726807877946,1,2021-03-13T13:05:07.239Z,5ef1e53cf7e0448207e54766,female,27,italy,3,cmedium,healthy,lweight,vegan,0,European,0
37,38,709007879529,1,2021-03-13T13:05:30.025Z,55c333b0fdf99b1dbd2131bd,male,24,Czech,2,cverylow,unhealthy,"protein,salt,fruit,vegetables,lweight","lactose,allergies",0,European,0
38,39,1401843122930,1,2021-03-13T13:05:39.217Z,5c471b35c41b2a0001838fba,male,31,UK,2,cmedium,unhealthy,"protein,fruit,vegetables,lweight",none,0,European,0
39,40,250068812899,1,2021-03-13T13:05:23.700Z,5fad06a3bbe5843645246a1d,male,19,Polish,2,clow,neutral,"vegetables,lweight,Eat less meat",none,0,European,0
40,41,190883654631,1,2021-03-13T13:05:38.422Z,5e541f4f6567b5423b7808c5,male,24,Greek,2,cmedium,healthy,none,none,0,European,0
41,42,1281021404432,1,2021-03-13T13:05:11.233Z,5eaae5edf2e46a05c4973b4a,male,32,UK,2,clow,unhealthy,lweight,none,0,European,0
42,43,737865299515,1,2021-03-13T13:05:49.949Z,5f328592c528f6049d0df10e,female,19,Albanian,2,clow,neutral,"fruit,vegetables,gweight",none,0,European,0
43,44,582735210130,1,2021-03-13T13:06:12.551Z,5f1167c22515324eec75d02f,male,22,italian,2,chigh,neutral,lweight,none,0,European,0
44,45,1552395335733,1,2021-03-13T13:06:15.428Z,5bb8b4ce07378900018ee311,female,21,Polish,2,chigh,healthy,"protein,vegetables,lweight",vegan,0,European,0
45,46,1049094500077,1,2021-03-13T13:06:33.510Z,5d02c8fb0b54cc0019dad435,male,28,Portuguese,4,cmedium,neutral,"lweight,none",none,0,European,0
46,47,763195030363,1,2021-03-13T13:06:19.861Z,5e8f9afd4885632a140ed4e5,female,20,italian,2,cmedium,neutral,none,none,0,European,0
47,48,722465996309,1,2021-03-13T13:06:11.650Z,5f3118966b2c1c5abf2a6f00,male,20,American,2,cmedium,neutral,none,none,American,0,0
48,49,1552838956025,1,2021-03-13T13:05:30.044Z,6044a5d53e7869536282d33e,male,22,Morrocan,3,chigh,vhealhty,"protein,fruit,vegetables,gweight",halal,0,0,Other
49,50,613020771164,1,2021-03-13T13:06:12.069Z,5aef10889516fe000109507f,female,49,Spanish,3,cmedium,healthy,"fruit,vegetables,gweight",none,0,European,0
50,52,714601215543,1,2021-03-13T13:06:56.936Z,5d0f537d5643a6001503c61e,female,35,Norwegian,4,cmedium,healthy,none,lactose,0,European,0
51,53,130585107519,1,2021-03-13T13:06:37.252Z,580fa5fddabe780001870af6,female,30,Portuguese,3,cveryhigh,healthy,protein,pescatarian,0,European,0
52,54,87358255447,1,2021-03-13T13:05:11.013Z,5cb37356a78751000116,female,48,Irish,2,cmedium,neutral,"vegetables,lweight",none,0,European,0
53,55,9877934073,1,2021-03-13T13:06:13.123Z,5faa8121f8f5533a5c7f7a20,male,24,Portuguese,2,clow,unhealthy,"protein,salt,fruit,vegetables,lweight",none,0,European,0
54,56,218270359462,1,2021-03-13T13:06:59.309Z,5b844ad1449ef20001149e8b,male,32,Polish,4,cmedium,neutral,"protein,salt,fruit,vegetables",none,0,European,0
55,57,1341967114231,1,2021-03-13T13:18:29.923Z,5e8313237a3243029928be12,male,23,italian,3,chigh,healthy,"gweight,none",none,0,European,0
56,58,446205184281,1,2021-03-13T13:07:24.343Z,5f77eeed59487937c2b05c37,male,29,Macedonian,4,cmedium,healthy,lweight,none,0,European,0
57,59,1608332878924,1,2021-03-13T13:06:54.200Z,5f1b69a1459c1e0009a83009,male,29,Potuguese,2,chigh,healthy,"protein,fruit,vegetables,lweight",none,0,European,0
58,60,1530916673101,1,2021-03-13T13:06:59.279Z,602ed31ccd3854b2f1500569,female,20,Polish,2,cmedium,neutral,"fruit,vegetables",allergies,0,European,0
59,61,1177227444904,1,2021-03-13T13:07:17.573Z,5ea889bc80b9ef2d0e1fda83,female,48,UK,3,cmedium,neutral,vegetables,,0,European,0
60,62,666753105093,1,2021-03-13T13:06:59.664Z,5e767f5324d7c91f915948a6,male,21,Polish,2,cmedium,healthy,"fruit,vegetables",vegan,0,European,0
61,63,1181654684088,1,2021-03-13T13:07:23.230Z,602e3256b9bd9291e86a4a12,female,20,italy,2,cmedium,healthy,"fruit,vegetables",none,0,European,0
62,64,1274290827774,1,2021-03-13T13:07:18.133Z,604bebe8b0cbb17ca91096eb,male,18,Polish,2,clow,unhealthy,none,none,0,European,0
63,65,1055677707799,1,2021-03-13T13:07:34.685Z,IT98E3608105138225200625201,other,26,Italian,3,cmedium,neutral,none,lactose,0,European,0
64,66,1075573664848,1,2021-03-13T13:07:52.235Z,5e0d23f4805a304c6af82a0d,male,28,Spanish,5,cmedium,vhealhty,"protein,salt,fruit,vegetables",lactose,0,European,0
65,67,1004245986130,1,2021-03-13T13:08:16.483Z,5c10fe241f6f15000148ad15,male,28,Portuguese,4,cmedium,healthy,"protein,salt,lweight",none,0,European,0
66,68,356536627924,1,2021-03-13T13:08:15.910Z,59eb4fb0d838ae0001850e4f,male,33,American,3,clow,unhealthy,none,none,American,0,0
67,69,606402636635,1,2021-03-13T13:08:33.969Z,5fb24d0e1450d87e9df80ed1,male,19,Polish,2,clow,unhealthy,none,none,0,European,0
68,70,593633869607,1,2021-03-13T13:07:43.493Z,5e9b7a64a746bc08ba3df257,female,20,Greek,2,cverylow,healthy,"protein,salt,vegetables",none,0,European,0
69,71,1055649398376,1,2021-03-13T13:07:49.055Z,5baa61b2b7c63c0001837e4a,female,50,Polish,4,clow,healthy,lweight,none,0,European,0
70,72,1101357979467,1,2021-03-13T13:07:19.473Z,5c6400cbcb937d00012d8866,male,35,Polish,6,cmedium,neutral,"fruit,gweight",none,0,European,0
71,73,576130380401,1,2021-03-13T13:08:40.857Z,5f915119067a16025ca4327c,female,19,Polish,2,cmedium,neutral,none,vegan,0,European,0
72,74,264276499400,1,2021-03-13T13:08:27.588Z,5b41ff131581c70001e8ecf2,female,37,Finnish,2,clow,neutral,"fruit,vegetables",none,0,European,0
73,75,1488980743994,1,2021-03-13T13:08:29.696Z,5c1bf5ae10677f0001d9a382,female,31,UK,4,clow,unhealthy,"lweight,Eat less sugar ",none,0,European,0
74,76,1115080422734,1,2021-03-13T13:08:07.235Z,5daf6361e663620016e03bda,male,30,filipino,2,cmedium,neutral,"protein,salt,vegetables,lweight",allergies,0,0,Other
75,77,925469107937,1,2021-03-13T13:07:38.473Z,5f6adb1c84bde91b20de30ea,female,25,Portuguese,3,clow,healthy,"protein,salt,fruit,vegetables,lweight",Vegan,0,European,0
76,78,237515185126,1,2021-03-13T13:08:47.580Z,5c546bd6114ab80001e4ce4e,male,25,Spanish,2,cmedium,neutral,none,none,0,European,0
77,79,104387360662,1,2021-03-13T13:08:34.204Z,5e7b144895fdc1100704dd21,male,22,Polish,2,cmedium,neutral,lweight,lactose,0,European,0
78,80,830582543463,1,2021-03-13T13:09:09.181Z,5eeaa1fae89d1a15f115d9cd,female,34,Irish,3,chigh,healthy,"fruit,vegetables",none,0,European,0
79,81,1458750661351,1,2021-03-13T13:09:21.761Z,5f1ae2b86f01b9251919d988,female,22,UK,3,cmedium,healthy,protein,vegan,0,European,0
80,83,267731049737,1,2021-03-13T13:09:20.833Z,5d53cd1dfdcbd800013623f4,female,35,UK,4,cmedium,neutral,vegetables,none,0,European,0
81,84,420359219678,1,2021-03-13T13:09:07.548Z,602181b2d6f48718006d1e08,male,21,Portuguese,2,cmedium,unhealthy,none,lactose,0,European,0
82,85,1097678093303,1,2021-03-13T13:09:08.072Z,5f8afc0dd9375a1cc895ebe2,male,20,Polish,2,cmedium,unhealthy,none,none,0,European,0
83,86,110910859871,1,2021-03-13T13:09:29.616Z,5f577cc710fc57212ddfdfe2,male,21,Polish,3,cmedium,healthy,none,none,0,European,0
84,87,165746282494,1,2021-03-13T13:09:12.152Z,5eb2ca08d5295e0625aea35f,male,19,Portuguese/brasilian,2,clow,healthy,none,"vegan,none",0,European,0
85,88,734901539272,1,2021-03-13T13:08:12.361Z,5bb5896d56161d0001ff93b4,male,28,Scottish,2,clow,healthy,"protein,lweight",none,0,European,0
86,89,393072870170,1,2021-03-13T13:09:06.332Z,5ee21ce86f109128f21de798,female,44,UK,3,clow,unhealthy,"salt,fruit,vegetables,lweight",none,0,European,0
87,90,947930890115,1,2021-03-13T13:08:43.800Z,6026bdfaf5361f3d0273bb9c,male,19,South African,2,cverylow,neutral,none,none,0,0,Other
88,91,1315595074728,1,2021-03-13T13:09:12.354Z,5f63c2633e1d92113b2cbcbc,male,19,Polish,2,cmedium,healthy,lweight,none,0,European,0
89,92,602514390907,1,2021-03-13T13:09:39.119Z,5eecdb04f8a7e20a03a553dc,female,33,Denmark,2,cmedium,neutral,lweight,none,0,European,0
90,93,845513376177,1,2021-03-13T13:09:38.495Z,5feb9aa17b84d37c082ab8e9,female,28,Finnish,4,cmedium,unhealthy,lweight,none,0,European,0
91,94,109046543452,1,2021-03-13T13:09:02.945Z,5f35a1bd01a1965a3ac7cdaa,female,20,Polish,2,cmedium,healthy,"fruit,vegetables,lweight",none,0,European,0
92,95,1535249462918,1,2021-03-13T13:09:27.511Z,5ebee71b8565892a3d0b5053,female,33,Indian,4,chigh,neutral,"protein,fruit,vegetables,lweight",vegan,0,0,Other
93,96,799900915159,1,2021-03-13T13:09:37.840Z,5ec3dd4a21dd590667039a02,male,24,Belgian,3,cmedium,neutral,lweight,none,0,European,0
94,97,1000273510966,1,2021-03-13T13:09:57.931Z,5f290bac2947302bb48c4f0a,male,24,Polish,3,cmedium,neutral,protein,none,0,European,0
95,98,164444474218,1,2021-03-13T13:10:12.228Z,5f20552d41aabd0e9fd6aab2,male,19,Polish,1,clow,neutral,gweight,none,0,European,0
96,99,634659244001,1,2021-03-13T13:10:05.719Z,5a4bb2a49f5e570001e8372f,female,37,lithuanian,2,cmedium,neutral,lweight,none,0,European,0
97,100,69545183545,1,2021-03-13T13:09:52.253Z,5e62e37f639d1f0852f5ed33,female,24,Italian,4,cmedium,neutral,"fruit,vegetables,lweight",none,0,European,0
98,101,752621693982,1,2021-03-13T13:10:44.986Z,600c8e0d09b0ad00081828d4,male,18,Slovene,2,clow,healthy,none,none,0,European,0
99,102,538612908432,1,2021-03-13T13:10:27.051Z,5eae99103043c65725300d5c,male,32,Danish,2,cmedium,healthy,lweight,none,0,European,0
100,103,1479149067516,1,2021-03-13T13:10:11.448Z,602135eef883e8090314dd94,male,20,Portuguese,2,cverylow,healthy,lweight,none,0,European,0
101,104,576017786320,1,2021-03-13T13:10:32.202Z,5e8a03c98707ab000b65f3bb,female,28,italian,3,cmedium,neutral,lweight,none,0,European,0
102,105,184245165519,1,2021-03-13T13:09:28.275Z,5f3ecfd2c3abb617b5646ab6,male,26,Polish,4,cmedium,neutral,gweight,none,0,European,0
103,106,71153787708,1,2021-03-13T13:09:19.689Z,5ff27e3fad6c6d2a2f9a6011,male,30,Greek,3,cmedium,unhealthy,"protein,salt,fruit,vegetables,lweight",none,0,European,0
104,107,948811524092,1,2021-03-13T13:09:52.820Z,5f611eb31a9f900869eed219,female,21,Polish,2,cmedium,unhealthy,"fruit,vegetables",none,0,European,0
105,108,1232581589674,1,2021-03-13T13:10:31.044Z,5ee8f4c727097011a9d929cc,female,24,Polish,3,cverylow,healthy,none,none,0,European,0
106,109,1240230226467,1,2021-03-13T13:10:16.215Z,5e7bb30e3f9fe31d223a0f04,female,40,Portuguese,4,cmedium,neutral,lweight,none,0,European,0
107,110,1000860274747,1,2021-03-13T13:10:35.996Z,5fb2c7ad07dd8e94a69062ce,female,21,Polish,2,chigh,neutral,"fruit,vegetables",vegan,0,European,0
108,111,986773921843,1,2021-03-13T13:09:15.526Z,5cfe358e6c279f000145ef6b,female,26,Portuguese,4,cmedium,healthy,"fruit,vegetables,Less meat",I dont eat red meat,0,European,0
109,113,388030753408,1,2021-03-13T13:11:02.658Z,5dcc108c6eab9a8ab9e4f24b,female,19,Polish,2,cmedium,healthy,lweight,none,0,European,0
110,114,988129348782,1,2021-03-13T13:11:02.636Z,5e9eaaec5c16f02703c0a9fc,female,41,American,4,chigh,neutral,gweight,none,American,0,0
111,115,1198596593112,1,2021-03-13T13:10:33.881Z,5d77168efa583b001a6d946c,male,25,greek,3,clow,unhealthy,"protein,fruit",none,0,European,0
112,116,1071150382263,1,2021-03-13T13:08:25.042Z,602a32bd887e6f4700cf5148,male,18,Polish,2,cmedium,neutral,none,none,0,European,0
113,117,1304715985465,1,2021-03-13T13:11:22.250Z,5dc7bbedd9873556278b4195,female,46,UK,2,chigh,neutral,lweight,vegan,0,European,0
114,118,8706810623,1,2021-03-13T13:12:46.097Z,5f58cfb86d42ed0663662968,male,18,Polish,2,clow,unhealthy,gweight,none,0,European,0
115,119,3194291995,1,2021-03-13T13:13:02.850Z,5db6fa3b20430d000d2eb7525db6fa3b20430d000d2eb752,female,20,UK,2,cmedium,healthy,lweight,none,0,European,0
116,120,933297815259,1,2021-03-13T13:15:22.635Z,5e9eef4948a31e03b47334a6,male,25,Serbian,2,chigh,neutral,"protein,gweight",none,0,European,0
117,121,1350825062693,1,2021-03-13T13:10:20.158Z,5e8f286048446a0328fdc5e5,female,28,American,3,cmedium,neutral,"protein,fruit,vegetables,lweight",vegan,American,0,0
118,122,5843657514,1,2021-03-13T13:17:04.606Z,6043a2ee30e44b38159fde2a,female,29,Greek,4,cmedium,neutral,"fruit,vegetables",none,0,European,0
119,124,277437746592,1,2021-03-13T13:25:37.254Z,5f0c5f58f08fe65bd313f561,male,23,Polish,2,cmedium,unhealthy,none,vegan,0,European,0
120,125,952625822539,1,2021-03-13T13:32:16.060Z,5ba52511fe3a1d0001e63d97,female,48,UK,3,chigh,neutral,"protein,lweight",none,0,European,0
121,130,1293405974381,1,2021-03-18T10:13:58.686Z,,female,57,American,4,chigh,healthy,"protein,vegetables",none,American,0,0
122,131,950229071073,1,2021-03-18T10:14:57.658Z,,female,38,American,2,cmedium,healthy,"protein,lweight",none,American,0,0
123,132,78990232930,1,2021-03-18T10:16:10.662Z,,male,35,American,3,cmedium,vhealhty,lweight,none,American,0,0
124,133,1108501012910,1,2021-03-18T10:17:42.937Z,,male,39,American,3,chigh,neutral,none,,American,0,0
125,134,731811646408,1,2021-03-18T10:19:12.922Z,,female,56,American,3,cveryhigh,vhealhty,protein,none,American,0,0
126,135,1605821361565,1,2021-03-18T10:20:22.304Z,,male,32,American,2,cmedium,healthy,protein,none,American,0,0
127,136,1487986912379,1,2021-03-18T10:20:54.260Z,,female,63,American,2,cveryhigh,healthy,lweight,none,American,0,0
128,137,1007358493953,1,2021-03-18T10:22:24.016Z,,male,23,American,3,cmedium,neutral,none,none,American,0,0
129,138,124086409806,1,2021-03-18T10:23:09.634Z,,female,58,American,4,cveryhigh,vhealhty,"protein,salt,fruit,vegetables,lweight",vegan,American,0,0
130,139,1063963260080,1,2021-03-18T10:24:17.856Z,,female,37,American,3,cmedium,neutral,"fruit,vegetables",none,American,0,0
131,140,442530113598,1,2021-03-18T10:31:12.140Z,,female,36,American,3,chigh,healthy,none,none,American,0,0
132,141,285777708129,1,2021-03-18T10:25:48.764Z,,male,56,American,2,clow,unhealthy,lweight,none,American,0,0
133,142,647153274390,1,2021-03-18T10:26:45.022Z,,female,24,American,3,chigh,healthy,protein,vegan,American,0,0
134,143,422872176228,1,2021-03-18T10:25:41.722Z,,female,56,german,3,chigh,neutral,lweight,none,0,European,0
135,144,317858317732,1,2021-03-18T10:27:07.893Z,,female,59,American,2,cmedium,neutral,"salt,lweight",none,American,0,0
136,145,120797955961,1,2021-03-18T10:29:16.696Z,,male,36,American,2,cmedium,neutral,"salt,fruit,lweight",none,American,0,0
137,146,1426785869043,1,2021-03-18T10:29:56.074Z,,male,27,American,3,clow,neutral,protein,vegan,American,0,0
138,147,457508523267,1,2021-03-18T10:30:00.686Z,,male,27,American,3,clow,healthy,protein,lactose,American,0,0
139,148,253327698710,1,2021-03-18T10:30:57.979Z,,male,35,American,3,chigh,vhealhty,"protein,vegetables",vegan,American,0,0
140,149,1460781349993,1,2021-03-18T10:31:05.108Z,,female,51,American,3,cmedium,healthy,lweight,gluten,American,0,0
141,150,657502636917,1,2021-03-18T10:19:37.689Z,,female,40,American,3,cmedium,healthy,"fruit,vegetables",vegan,American,0,0
142,151,285772399784,1,2021-03-18T10:32:17.408Z,,female,48,American,4,chigh,healthy,"protein,fruit,vegetables",none,American,0,0
143,152,1571186798731,1,2021-03-18T10:33:09.570Z,,male,45,American,3,cmedium,healthy,protein,vegan,American,0,0
144,153,837990733752,1,2021-03-18T10:33:56.881Z,,female,53,American,4,cmedium,unhealthy,"fruit,vegetables",none,American,0,0
145,154,162740764229,1,2021-03-18T10:26:35.032Z,,male,30,American,3,cmedium,healthy,"protein,fruit","vegan,halal",American,0,0
146,155,1169341297734,1,2021-03-18T10:34:09.619Z,,male,32,American,2,chigh,neutral,"fruit,vegetables,lweight",none,American,0,0
147,156,311331540303,1,2021-03-18T10:37:01.696Z,,female,28,American,3,chigh,vunhealthy,"fruit,vegetables,lweight",none,American,0,0
148,157,1555211172386,1,2021-03-18T10:37:30.578Z,,male,48,American,4,cmedium,healthy,"protein,fruit,lweight","vegan,lactose,gluten",American,0,0
149,158,1393472647985,1,2021-03-18T10:37:53.007Z,,female,45,American,3,cmedium,neutral,"fruit,lweight",lactose,American,0,0
150,159,661434229150,1,2021-03-18T10:38:28.616Z,,female,48,American,4,chigh,healthy,"protein,fruit,vegetables",none,American,0,0
151,160,664686124765,1,2021-03-18T10:32:01.216Z,,female,38,American,3,chigh,unhealthy,"salt,fruit,vegetables,lweight",lactose,American,0,0
152,162,144907370177,1,2021-03-18T10:42:41.475Z,,female,66,American,3,chigh,healthy,"protein,vegetables",none,American,0,0
153,164,503056828082,1,2021-03-18T10:43:15.397Z,,male,34,American,3,cverylow,healthy,none,none,American,0,0
154,165,904765736760,1,2021-03-18T10:44:39.155Z,,female,24,American,3,cmedium,neutral,none,none,American,0,0
155,166,1391795083195,1,2021-03-18T10:48:55.649Z,,male,40,American,4,chigh,healthy,"vegetables,gweight",none,American,0,0
156,167,1143374941222,1,2021-03-18T10:50:28.579Z,,male,55,American,3,cveryhigh,vhealhty,gweight,"vegan,halal",American,0,0
157,168,957932816459,1,2021-03-18T10:53:12.385Z,,male,36,American,2,chigh,healthy,"protein,salt,fruit,vegetables",none,American,0,0
158,169,581875596402,1,2021-03-18T10:56:13.350Z,,female,40,American,2,chigh,healthy,"fruit,vegetables,lweight",none,American,0,0
159,172,649309415999,1,2021-03-18T10:55:38.559Z,,female,49,American,3,cmedium,neutral,lweight,none,American,0,0
160,174,434589189280,1,2021-03-18T11:00:17.516Z,,male,43,American,2,chigh,healthy,"fruit,vegetables",none,American,0,0
161,175,498970194256,1,2021-03-18T11:04:45.995Z,,male,30,American,3,cverylow,neutral,"salt,vegetables,lweight",none,American,0,0
162,176,1250410325478,1,2021-03-18T11:06:49.753Z,,male,28,American,4,cmedium,neutral,none,none,American,0,0
163,177,428749274325,1,2021-03-18T11:09:16.856Z,,male,33,American,3,clow,neutral,none,none,American,0,0
164,178,1343937961807,1,2021-03-18T11:14:50.596Z,,male,48,American,4,cmedium,healthy,"protein,vegetables,lweight",none,American,0,0
165,179,230459654029,1,2021-03-18T11:15:53.207Z,,male,30,American,3,cveryhigh,unhealthy,"vegetables,lweight",none,American,0,0
166,181,1453367482025,1,2021-03-18T11:22:07.063Z,,female,64,American,2,cmedium,neutral,none,none,American,0,0
167,182,906813363299,1,2021-03-18T11:23:11.449Z,,female,33,American,3,chigh,healthy,none,none,American,0,0
168,183,1097489323119,1,2021-03-18T11:27:35.226Z,,female,54,American,3,chigh,healthy,"protein,salt,fruit,vegetables",none,American,0,0
169,184,995137605472,1,2021-03-18T11:31:58.839Z,,female,49,American,3,cmedium,neutral,none,none,American,0,0
170,185,671419667311,1,2021-03-18T11:31:09.614Z,,male,66,American,4,chigh,healthy,"protein,salt,fruit",vegan,American,0,0
171,186,1428189303202,1,2021-03-18T11:32:21.994Z,,male,42,American,3,clow,neutral,none,none,American,0,0
172,187,568226886445,1,2021-03-18T11:31:30.270Z,,male,38,American,4,cmedium,unhealthy,lweight,none,American,0,0
173,188,1525046656024,1,2021-03-18T11:34:33.845Z,,male,31,American,2,clow,vunhealthy,"salt,fruit,vegetables,lweight",none,American,0,0
174,189,1446857476078,1,2021-03-18T11:38:25.800Z,,male,46,American,3,cmedium,healthy,none,none,American,0,0
175,190,1001457931508,1,2021-03-18T11:39:12.607Z,,male,53,American,2,chigh,neutral,none,none,American,0,0
176,191,1565078288848,1,2021-03-18T11:40:08.142Z,,male,31,American,3,chigh,healthy,"vegetables,lweight",none,American,0,0
177,192,775559094216,1,2021-03-18T11:43:21.445Z,,female,54,American,4,cveryhigh,vhealhty,protein,vegan,American,0,0
178,193,46886155447,1,2021-03-18T11:44:51.972Z,,female,55,American,4,cmedium,healthy,lweight,none,American,0,0
179,194,1557963406660,1,2021-03-18T11:44:00.663Z,,male,38,American,3,cmedium,healthy,protein,"vegan,lactose,halal,gluten,pescatarian",American,0,0
180,195,202791948193,1,2021-03-18T11:45:53.594Z,,male,27,American,3,clow,unhealthy,"salt,fruit,lweight",none,American,0,0
181,196,560745576606,1,2021-03-18T11:48:32.437Z,,female,53,American,4,cmedium,healthy,lweight,none,American,0,0
182,197,25246018610,1,2021-03-18T11:49:31.636Z,,female,46,American,4,clow,neutral,lweight,none,American,0,0
183,198,923483574631,1,2021-03-18T11:51:22.868Z,,female,32,American,3,clow,neutral,none,lactose,American,0,0
184,199,1163002387696,1,2021-03-18T11:52:08.045Z,,male,75,American,3,cmedium,neutral,vegetables,,American,0,0
185,200,786155293792,1,2021-03-18T11:53:04.258Z,,male,28,American,2,clow,neutral,none,none,American,0,0
